dataid,prediction
1, 1994.893990402095 
2, 2002.6237011299331 
3, 2000.9020926799985 
4, 2002.5906546444764 
5, 2001.6325951364608 
6, 1999.8995062293045 
7, 2001.6279095258371 
8, 2000.8084729908912 
9, 2001.1627425272632 
10, 2001.7699380784006 
11, 2003.0512213098127 
12, 2002.772965052211 
13, 2001.15131293726 
14, 2003.9848001547014 
15, 2004.1699869943968 
16, 2001.167047408187 
17, 2001.3313575344143 
18, 1999.7930818688408 
19, 2002.5126344695661 
20, 2000.675404912434 
21, 2002.9669531868267 
22, 2002.208740119819 
23, 2000.085660941933 
24, 2003.078994285814 
25, 2001.2979108013753 
26, 1997.4990137714794 
27, 2002.1299336467594 
28, 2003.605725890845 
29, 1994.9549396168293 
30, 1998.4364848765802 
31, 2002.6848281356163 
32, 1997.854318673436 
33, 2000.5131212464987 
34, 1996.24181508514 
35, 1999.8696174416211 
36, 1995.9887175756387 
37, 1999.207915087341 
38, 1999.7277093449575 
39, 2002.283166774517 
40, 2000.3084967084696 
41, 2007.2899031925454 
42, 2009.3670498749302 
43, 2005.7516134371358 
44, 1999.5854826155971 
45, 2006.2249066832314 
46, 2008.8435106576571 
47, 2008.9995844105636 
48, 2002.842197203403 
49, 2005.817938922224 
50, 2008.60500257317 
51, 2003.7010499648266 
52, 2008.984090917843 
53, 2005.0572798072847 
54, 2007.650226459547 
55, 2009.5089119718336 
56, 2009.0078317262548 
57, 2009.8268586853621 
58, 2007.8272031865438 
59, 2004.6589861202333 
60, 2006.0824921827384 
61, 2004.895283424652 
62, 2007.5388805754767 
63, 2006.3570392611891 
64, 2004.2492006712507 
65, 2000.808328187946 
66, 2008.8830516625233 
67, 2005.7916748470898 
68, 2006.0792954119036 
69, 2015.1220501574721 
70, 2005.7747246483 
71, 1987.4075647774698 
72, 1981.6370075794734 
73, 1991.0267608274664 
74, 1987.7321715084001 
75, 1991.3378641763823 
76, 1998.5755851042304 
77, 1994.358136017131 
78, 1999.9622391329715 
79, 2000.0836581608266 
80, 1998.5762302266583 
81, 2001.7936303462259 
82, 1999.3948056091558 
83, 1999.072198695462 
84, 1999.8806933386136 
85, 1999.3870614318798 
86, 1999.5548297415166 
87, 1997.5868648565904 
88, 1974.126331162653 
89, 1999.6660620845087 
90, 1999.6799847464454 
91, 1988.0953406302522 
92, 1991.931357751854 
93, 1997.9355319312356 
94, 1991.752103837158 
95, 1990.3645178149345 
96, 1994.7384034607053 
97, 1991.414589371852 
98, 1992.0059332887874 
99, 1993.0334558700476 
100, 1998.2990120073773 
101, 1995.5871631459088 
102, 1997.6910063947796 
103, 2000.2628172477162 
104, 1996.5059305358002 
105, 2000.398091374325 
106, 2001.962774614581 
107, 1996.3217089123427 
108, 1997.74286153472 
109, 1996.000791512751 
110, 1996.8867004301246 
111, 1999.1381122025612 
112, 1999.3934922266799 
113, 1997.1352711195934 
114, 1997.146826239825 
115, 1996.0557344348892 
116, 1994.9170238196516 
117, 1996.6796918650275 
118, 1998.5154469946563 
119, 1995.917219473126 
120, 1997.1354640168388 
121, 1998.7549344365216 
122, 1997.4580305491982 
123, 1988.7410566254418 
124, 1988.6832086998065 
125, 1990.743683711747 
126, 1987.6834520287064 
127, 1990.3522447883565 
128, 1998.718635709086 
129, 1989.456106782692 
130, 2000.6619567195164 
131, 2001.6789298736444 
132, 1999.374043484734 
133, 2001.9832114156966 
134, 2000.1225189967329 
135, 2000.1797139299752 
136, 2000.5710314249363 
137, 1999.6991451163603 
138, 2000.1032320647478 
139, 2001.0170106441378 
140, 2001.4473503310353 
141, 1999.3314445971937 
142, 1999.6174853846646 
143, 2000.0210375926297 
144, 2000.2015986548506 
145, 2000.560528627456 
146, 1997.8701096759562 
147, 1999.2510390186985 
148, 1997.8625171621732 
149, 1997.3828845109285 
150, 2000.9135509017333 
151, 2000.6912487191364 
152, 2001.5874546086036 
153, 1998.0234948056568 
154, 1999.0221925995681 
155, 1999.0287357559541 
156, 1999.2023855119671 
157, 1997.8565420495217 
158, 1999.5217457457984 
159, 1998.778352240756 
160, 1999.449925717036 
161, 2000.0330966910828 
162, 1998.8271546202263 
163, 1998.3819396704423 
164, 1992.252465841347 
165, 1999.531675286036 
166, 2001.1241527938296 
167, 2001.3487747480926 
168, 1999.5315040391545 
169, 2001.7100224732746 
170, 1999.0229906562554 
171, 1999.769485807329 
172, 2002.0481535021374 
