dataid,prediction
1, 1993.3115627610698 
2, 2002.5997006865518 
3, 2000.3869628724597 
4, 2004.0953483916496 
5, 2002.2050671548184 
6, 1999.3021766444335 
7, 2001.8431857388737 
8, 2001.5529513448637 
9, 1996.4231373240796 
10, 2002.5692106831318 
11, 2004.7621754290492 
12, 2003.690169453174 
13, 2003.5087327285833 
14, 2003.4362551068778 
15, 2002.5802930911177 
16, 2003.105846085915 
17, 2004.5408224895643 
18, 2002.5414545479844 
19, 2004.3295129483606 
20, 2004.7296896672176 
21, 2004.2336034624302 
22, 2003.6776413445043 
23, 2001.8649000778967 
24, 2003.6979042565245 
25, 2003.932461977132 
26, 2002.4361497501895 
27, 2002.369032089856 
28, 2004.3616190346015 
29, 2001.7442898474296 
30, 2001.6485112004284 
31, 1999.7313667823398 
32, 2000.0536821351166 
33, 1999.139809933255 
34, 1995.4971438098949 
35, 2000.0112254738112 
36, 1999.641829965915 
37, 1996.5997786463504 
38, 2004.1434141397822 
39, 2002.9967814959755 
40, 1997.7129167283742 
41, 2004.8668282121416 
42, 2005.4184496232792 
43, 2005.0005893372684 
44, 1998.765399613671 
45, 2004.2062418885462 
46, 2005.9129702005753 
47, 2004.1453674490567 
48, 2003.3229023662677 
49, 2005.9217907644788 
50, 2005.2451475618777 
51, 2003.7319032751052 
52, 2003.3820903986334 
53, 2004.5895603753465 
54, 2007.8201617561615 
55, 2006.7398051642542 
56, 2006.0991726747206 
57, 2001.4671880164346 
58, 2006.4511835325236 
59, 2006.0074033767169 
60, 2004.1944733622254 
61, 2005.4150097085294 
62, 2005.4055769745391 
63, 2003.21806848932 
64, 2003.6901895206406 
65, 2001.5035544251284 
66, 2004.688595389616 
67, 2006.7930378792516 
68, 2005.8988039386295 
69, 2005.843987208284 
70, 2000.8641414867825 
71, 1990.0272234926022 
72, 1986.5234159451657 
73, 1992.2398909916833 
74, 1990.707686366179 
75, 1985.9334451659445 
76, 2002.7360154095472 
77, 1993.188285214055 
78, 2000.5677963967576 
79, 2003.7871396173794 
80, 2001.227585275094 
81, 2002.7929678948497 
82, 1997.3397612290507 
83, 1997.4838577518121 
84, 2003.5526786666733 
85, 2004.688370438217 
86, 2003.2393718077315 
87, 2001.746622901051 
88, 1996.895580919897 
89, 1999.3749560759156 
90, 2000.5473298263098 
91, 1994.3783120110882 
92, 1985.1964268231773 
93, 1999.8238527324706 
94, 1987.591220238096 
95, 1995.2449680791437 
96, 1990.2560541337737 
97, 1992.6204174783554 
98, 1991.8636366341996 
99, 1990.0727808359372 
100, 2001.7892917679108 
101, 2000.003488251556 
102, 1999.0866224265274 
103, 2003.0429947325067 
104, 1996.8817333968586 
105, 2003.3311188895727 
106, 2002.0758791758533 
107, 1997.7385828519907 
108, 2000.7690387453101 
109, 1993.3059633560881 
110, 1993.5806846671842 
111, 2000.8534477973867 
112, 1999.7921988171065 
113, 1999.340493321715 
114, 1995.9825429587095 
115, 1998.1032497562355 
116, 1994.4439566267067 
117, 1998.2656178613054 
118, 1998.7282678000959 
119, 1994.0980855941445 
120, 1997.983938936064 
121, 1998.710087237503 
122, 2001.1559117719767 
123, 1988.19149997878 
124, 1987.427360669301 
125, 1988.3591544705298 
126, 1985.646413523976 
127, 1989.3922070388767 
128, 1998.1574895162787 
129, 1987.970896825396 
130, 2002.5171133868366 
131, 2004.1974171889608 
132, 2000.3286446228772 
133, 2004.7489775160275 
134, 2000.1708068982555 
135, 1999.8967735533943 
136, 2003.0407073476908 
137, 2003.2533704308753 
138, 2001.8875773901448 
139, 2000.6470341619195 
140, 2004.1093716445478 
141, 2004.9267060055797 
142, 2000.4761755168665 
143, 2002.6496526391734 
144, 2001.7254743406104 
145, 2003.474172249617 
146, 1995.1410896570887 
147, 2002.72232469874 
148, 1998.6356793166626 
149, 2002.2610536152745 
150, 2003.6550082056428 
151, 2002.5240604073747 
152, 2004.6339827131314 
153, 1995.2930973748473 
154, 2000.3400870102123 
155, 2002.620647401051 
156, 2000.889342465477 
157, 1999.9224269259225 
158, 2003.7514634159556 
159, 1997.5006677413764 
160, 2002.4501167858325 
161, 2002.3682762170165 
162, 2003.7455374832452 
163, 1998.1362002431151 
164, 1990.253024531025 
165, 2003.6010234459952 
166, 2002.8680847723174 
167, 2003.6469070946418 
168, 1994.0031676722401 
169, 2004.4454156110485 
170, 1998.6049855855529 
171, 2000.9790874660084 
172, 2003.3111499723343 
173, 2004.0883025253509 
174, 2001.5200399841858 
175, 2003.4811371945666 
176, 2002.8901659365968 
177, 2004.5806356075752 
178, 2004.327821232757 
179, 2002.5241339325878 
180, 2003.542969812394 
181, 2003.6212131790207 
182, 2002.7075769056737 
183, 2001.2989103484038 
184, 2003.8419517735058 
185, 2003.2470922487742 
186, 2003.1027471111397 
187, 2002.1605581391789 
188, 2002.693195051717 
189, 2003.907532334651 
190, 2003.4523382408079 
191, 2003.0082100886282 
192, 1997.9328611111116 
193, 1998.5904651944054 
194, 1998.682786445746 
195, 1999.7513116674993 
196, 1996.3610157620155 
197, 1997.8593552401053 
198, 1993.2607225062518 
199, 1999.5340571287365 
200, 1999.5536167247774 
201, 2004.4904276056848 
202, 2002.150810750555 
203, 2003.3682663800296 
204, 2003.0670047670324 
205, 1999.103001479729 
206, 2004.2059604503686 
207, 2003.2538918793687 
208, 2000.2646489747683 
209, 2004.4028747249931 
210, 2004.159779985428 
211, 2003.3764035179588 
212, 2004.881340883293 
213, 2005.1363501286742 
214, 2003.871227719179 
215, 2005.7863845462007 
216, 2006.0858735025574 
217, 2005.3099813065073 
218, 2003.4856188077235 
219, 2002.6898379909107 
220, 2005.6855058723947 
221, 2005.3379764467081 
222, 1997.3545457315984 
223, 2005.2095895249959 
224, 2006.1743090388095 
225, 2005.8698371205462 
226, 2004.819500933969 
227, 2005.575985447821 
228, 2004.6577816511708 
229, 2005.2967556849412 
230, 2004.7759531269676 
231, 1997.3371707760834 
232, 2001.4747583596961 
233, 2003.4424596244362 
234, 2001.4926944783822 
235, 2000.3933742156535 
236, 2003.5049774998965 
237, 1999.600979942281 
238, 2003.2383289841455 
239, 2000.5791169263125 
240, 2002.510937064888 
241, 2001.335455403103 
242, 2002.3426173446849 
243, 2003.3874491970453 
244, 2003.2746008246522 
245, 2004.6173123288704 
246, 2001.2727687386143 
247, 2005.3575113133618 
248, 2003.1323435997904 
249, 2002.4651922837227 
250, 2004.2351477954016 
251, 2000.54570887446 
252, 2004.7389207258193 
253, 2002.1695693784768 
254, 1999.5171241773496 
255, 1997.9241316831315 
256, 2000.8556722410212 
257, 2004.5404561570033 
258, 2003.048166334019 
259, 1995.3701141538195 
260, 1994.8414190760197 
261, 1994.9758707403712 
262, 2000.401072248204 
263, 1995.8247776274654 
264, 1999.0055408690043 
265, 1998.0831194048324 
266, 2000.8821627955374 
267, 1998.3502701547893 
268, 1993.8946076496609 
269, 1994.0447384976133 
270, 1996.218250655584 
271, 2003.2229550523075 
272, 2004.058952839101 
273, 2004.8259127278295 
274, 2004.2088249527997 
275, 2004.90447092489 
276, 2004.8295371287015 
277, 2000.5430411287143 
278, 2006.3078485887909 
279, 2006.2552483774653 
280, 2004.7529190791531 
281, 2003.9908671685178 
282, 2003.1098840361228 
283, 1997.932287689662 
284, 1996.2253751179378 
285, 1991.2009479106634 
286, 1993.6561100786464 
287, 1997.6809327755577 
288, 1995.4859565945962 
289, 2001.471625374625 
290, 1996.2113124098125 
291, 1999.9000348029163 
292, 1998.6616232403228 
